"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PLCB4",1.84785169307701,9.53565368483587,5.724778918137,6.87460008796587e-05,0.00714236734309329,1.95308074742182
"NAALADL1",-1.07402501581946,6.98762119858275,-5.6682821870445,7.02327699406352e-05,0.00714236734309329,1.92168222332536
"FLNC",1.02544921939461,11.0515777018047,5.62480842030471,7.56423736962608e-05,0.0075288303010874,1.84984467664432
"EPHB4",-1.16476823886886,7.68943708705491,-5.59365768638721,7.97858834761543e-05,0.00785764974529368,1.79819420891813
"FAR2",1.09446630793259,7.84582193792468,5.52820283035433,8.928590519371e-05,0.00829632325976216,1.68918823213423
"SLC20A2",1.0296049199509,7.93745975508043,5.52642056984541,8.95605653309083e-05,0.00829632325976216,1.68621112476329
"ATP10D",1.26455167303993,11.1440665820613,5.5061909081863,9.2740824293469e-05,0.00850669756950682,1.65238593855124
"EPSTI1",-1.5653015124444,7.90125595181085,-5.49777588921948,9.40983299535156e-05,0.00851007340662988,1.63829750450818
"MARCKSL1",-2.23404232829801,8.63942140772625,-5.56301178556281,9.45967971664716e-05,0.00851007340662988,1.65099690116365
"RAB7B",-1.13696970510213,7.89310751422603,-5.46368707597123,9.98138409466494e-05,0.00889388853235097,1.58111788117864
"GEM",-1.23105585539386,10.1684390569773,-5.44148643176464,0.000103730435227741,0.0090701117008481,1.54378615214351
"BST1",2.10043086755889,9.65502576183593,5.50363952569476,0.000104840986427843,0.00907585948843182,1.55171003875203
"KCTD15",-1.43694084646993,7.453545116175,-5.37879183332836,0.00011568302512595,0.00965871542599973,1.43796733824916
"PNMA2",2.26174088597353,9.57689399978577,5.41879329211552,0.000122961481672995,0.0100037184568047,1.39948714526387
"COLGALT2",1.77446865602051,7.94544913967453,5.33783353874357,0.00012791701325714,0.0101423014918119,1.3450740959219
"EGR3",-1.84471230473507,7.1066374670322,-5.27264336887968,0.000141151281621551,0.0108246835315675,1.24692770558967
"ABLIM1",1.42912231333292,8.83315026897419,5.26002782778326,0.000143183379307767,0.0108912495675079,1.23173947525011
"AGPAT4",-1.08597390682435,6.88149725159702,-5.25124565917926,0.000144659690720007,0.0109148069869063,1.22091078696917
"IRX5",-1.17697630523813,8.42304457506747,-5.21785700913816,0.000153433102269373,0.011303307912065,1.16370124917655
"FNIP2",1.34769464879217,10.3865331604446,5.21468965956573,0.000156942637191157,0.0114715258871911,1.14459089932845
"COLEC12",-2.5005826810148,7.34213462416439,-5.24182086184582,0.000163432249695819,0.0115502459314987,1.12003224117558
"IL17RD",-1.35070851090212,6.47209244184048,-5.17585118199498,0.000165265895334576,0.0115502459314987,1.09150008804611
"ESM1",1.68285002348044,7.95307912198371,5.13592943475042,0.000181787368020572,0.0125059015823564,1.00309551631135
"TLR4",1.13873572199693,6.82949877434195,5.10225624476562,0.000188347101800792,0.0127281887764225,0.964399758086147
"CH25H",-2.09494338475106,7.83674261155485,-5.14323486037742,0.000189099854630476,0.0127281887764225,0.973809930477739
"SERPINI1",1.18256321754004,9.99370644322128,5.0910426977707,0.000192148668344209,0.0127499499363718,0.94496691990997
"OLFML3",-1.58295549783064,12.9985166675956,-5.13418587311931,0.000200245552314703,0.0130103985240025,0.925338890202179
"SYTL2",-1.02837663868707,8.65528784288907,-5.0528653973295,0.000205701835210818,0.0132727335878097,0.878675345988778
"PLAT",2.78624577769751,10.1930705444409,5.10191907285951,0.000211777077984673,0.0135419703121071,0.870837050708659
"STEAP1",-1.49993266397474,10.4597899334548,-5.03435734048603,0.000223860530966476,0.013779204787647,0.805578750152491
"HACD4",-1.1164898009916,8.08110913106426,-4.98202793801001,0.000233552047896921,0.0138989263836765,0.755140518063257
"SLC35F5",1.04401502081438,9.76556433174442,4.97925506602675,0.000234718936363926,0.0138989263836765,0.750290933887698
"MEDAG",1.06394194078397,9.70218842400053,4.97306036355222,0.000237347776936243,0.0139475060656752,0.739453015879778
"MAGEH1",-1.1150499013824,10.3778705441952,-4.96877634364485,0.000239183686345902,0.0139475060656752,0.731954889949646
"ABLIM3",1.40629890017513,7.5536067906128,4.96364984812747,0.000241400071870271,0.0139475060656752,0.722978959998047
"SELENBP1",-1.14232255042509,9.20165408360724,-4.9537930597977,0.000245721788045444,0.0140411154524698,0.705710854628098
"PLAGL1",1.23075732005414,10.0554728560568,4.93429312141965,0.000255526894133922,0.014307551153078,0.668364264029536
"DDIT4L",-1.49072634594248,7.33490338937042,-4.92252767511525,0.000259970467723734,0.014307551153078,0.650850777065725
"ANKRD6",1.43442048353988,8.98261647500748,4.93122994724305,0.000261768019753453,0.0143212975727399,0.648309583379813
"ITGA4",1.42359625950364,7.03898146364595,4.90905983889443,0.000266370486365691,0.0144055622568636,0.627179122047352
"HEG1",1.07295994009401,12.2868642385624,4.91660950970397,0.000268568854723263,0.0144155651904408,0.623227032064443
"LBR",-1.81517778607784,10.774871450325,-4.9371748371166,0.000279619598165144,0.0146390373466334,0.598271602378582
"IRX3",-1.33592343990655,11.4162843417555,-4.88223114845227,0.000293499603566259,0.0150878147855271,0.541854138079373
"IL6",1.06427666958015,10.0696957080227,4.82733242048568,0.000308885659537599,0.0157061642969227,0.483019155691423
"TFPI",1.1174587306883,9.1646046866879,4.77836809149379,0.000337679666023839,0.0166280576595739,0.396235779873167
"UACA",1.19781878041288,8.44821966170145,4.7389011796687,0.00036291043719827,0.0176182315992577,0.326063904470824
"TMEM150C",-1.68281137479387,6.3326336503422,-4.71788736854655,0.000377134572096714,0.0177310103343561,0.288621974563805
"MAFB",-2.03158770143496,8.70840442165246,-4.7512320762426,0.000392694011773975,0.0180100253635162,0.269122514543357
"CDKN2B",1.84577099286809,8.85360726579301,4.73731367781933,0.000396853721477395,0.0180612915963723,0.256002398752494
"PSG9",1.38587053087408,7.22933787846406,4.68895253614253,0.000397672730745264,0.0180612915963723,0.236977212575947
"MAP3K7CL",2.43051070451521,7.51464340683801,4.734306946152,0.000404738092615039,0.0181183234186905,0.239663229787565
"ENPP4",1.28761567336394,8.48596816061668,4.65143746353636,0.000426040356608004,0.0187329542901445,0.169865716336997
"LMCD1",2.12218912274298,9.10749760691531,4.7005974311691,0.000429884594374122,0.0187943937615153,0.180879541455718
"N4BP2",-1.1134428210942,7.25579445640791,-4.62163677070704,0.00045006475909808,0.0191366818444954,0.116433949404734
"DSP",1.13903200646185,12.8010570160807,4.65243231710478,0.00045532666338782,0.0191366818444954,0.118905112702652
"FGF1",1.42832797840441,7.69621203506379,4.60718770114367,0.000463524508642171,0.0191824937937028,0.0883096415607909
"JAG1",1.22053908142069,7.89520821643847,4.59526459588748,0.000472494823094935,0.0192708436889692,0.0690616053876356
"LRRC2",1.16349362135586,8.03823470193958,4.5558156820679,0.00050822932978337,0.0202340153593754,-0.0019519616533934
"TMEM119",-1.92841312704306,9.22717041593705,-4.59458675069802,0.00052009417381131,0.0204630971144051,-0.00492150256488966
"TRO",-1.25447224474725,6.71017048119523,-4.54288185497259,0.000520544796197991,0.0204630971144051,-0.0252736447487418
"HMCN1",1.52903309860864,9.29951779122647,4.55627111444028,0.000534939193080766,0.0209409669057056,-0.0410108971843064
"SERPINE1",1.77629029580784,12.7622725044282,4.53648391023371,0.000577672419455389,0.0223334841174571,-0.107342550179464
"CBR3",-1.09830624073575,10.3714994122544,-4.46195321214793,0.000606613385776064,0.0231881457439162,-0.173723448345529
"ATP2B1",1.04120230609536,10.3094470396702,4.45993943900097,0.000607214162810975,0.0231881457439162,-0.175277804126638
"DPP4",1.99308086192328,7.34316101837551,4.44908277337575,0.000663750554648065,0.0242580085519035,-0.247154209146561
"PAG1",1.00940234870204,7.32966200141617,4.37798377161348,0.000707560170771253,0.0250755036277873,-0.324228797137365
"NRN1",-2.04391451612336,8.35773407051398,-4.36000401112189,0.000796637327929585,0.0265257479403887,-0.420841581101768
"MGARP",1.80439778217019,9.10394633471862,4.34497220679356,0.000818883377623557,0.0268830914893536,-0.447703832928005
"P2RY6",1.12032298230977,6.83289390258292,4.28826183936989,0.000837231290671543,0.0273885872570733,-0.488081207260606
"F2R",1.21040316649113,8.52031846631833,4.27529767812639,0.000862480366924723,0.02782540107913,-0.515795722707792
"SLC43A3",-1.37193266325518,7.90709400198955,-4.27127558704183,0.000878656759918997,0.0281531254993224,-0.531374257679427
"IGDCC4",1.25553927291265,8.64685164349619,4.25214254676992,0.000910747910760432,0.0286900924345946,-0.566305342845177
"USP53",1.58729471389496,9.74382311096824,4.27819329543264,0.000915085535605109,0.0287300009098034,-0.558697223142933
"LSP1",-2.77282728952628,5.96401497563518,-4.25883438658329,0.000948404109494101,0.029188384369825,-0.593561076503502
"S1PR1",-1.5542312080117,7.57657665665099,-4.23774956578157,0.000953344533953776,0.029244234294005,-0.606492864326659
"IL17D",1.11447646759935,8.10992040349596,4.19779255878545,0.000992904790174088,0.0298701518227291,-0.654074882245895
"SPATA18",1.15487103499598,8.73561492247663,4.19635908041053,0.000999216293567194,0.0299636783417137,-0.659394886932017
"BANK1",1.33270036971537,7.28760959632644,4.14815686695421,0.00109066982932707,0.0312005485382126,-0.745455398608369
"PRDM16",-1.19692870854956,7.40632423190306,-4.1318413095283,0.00112492231427861,0.0315112969233253,-0.775537957819449
"C14orf132",-1.10278532433212,9.58901290359546,-4.1201034053728,0.00116237916555884,0.0318317366830223,-0.804888774807118
"ID2",-1.24783718723298,10.8249437479458,-4.12125132917419,0.00119317236925612,0.0318317366830223,-0.823532608827002
"BAALC",-2.35778472579939,7.86666889661267,-4.13197522957723,0.00121302525979636,0.0318317366830223,-0.83079129648433
"PRELP",1.44824752816881,8.27810414145411,4.10849246780498,0.00121627595954828,0.0318317366830223,-0.843358054215224
"SLC1A3",-1.30685808095408,8.28181191204385,-4.0898540627639,0.00124046553741373,0.0319749818511565,-0.86626288100631
"ANTXR1",1.32419454543246,8.38095812343216,4.08963823246491,0.00125273538882634,0.0319749818511565,-0.873549781706558
"NGF",1.36726537558832,8.0074718700971,4.0806414550783,0.00126594094602181,0.0320162751223901,-0.885332900525403
"CDKN2C",-1.13030213854043,9.46355447973127,-4.07466005544823,0.00127255470102489,0.0320162751223901,-0.891888441728086
"IMPA2",-1.36114026191495,8.31613894002459,-4.08105782137013,0.00127907851506989,0.0320162751223901,-0.892672094656821
"ARSI",-1.87808554997725,7.37041446004858,-4.08422067001057,0.00131175392563042,0.0323568128893571,-0.909611972152097
"PLAG1",1.31701132476313,7.80809964903302,4.03695385166781,0.00136681571671894,0.033129346750317,-0.96139088926796
"EMX2OS",-1.26417448205808,8.14302983517535,-4.03208066055452,0.00137951005575693,0.0331791673050434,-0.970381216154504
"DIRAS3",-1.88728034724343,7.18459012563792,-4.01792832063427,0.00148483884851098,0.0343016105349844,-1.03029855321547
"NXN",-1.18783809240542,11.679923989003,-4.0049520192606,0.00149902998843955,0.0344592741322861,-1.04328115198038
"CRISPLD2",-1.81055863499406,10.6137263830554,-3.9892617065146,0.00158249224746061,0.0354205681034484,-1.08977299236616
"KCNT2",1.41573934756748,7.14584967010618,3.92943888077115,0.00167686741866041,0.0365683457215472,-1.16012467551512
"RAB3B",1.09826492821329,8.55128507957296,3.92281830190886,0.00168006849623504,0.0365683457215472,-1.16472383893876
"VEPH1",1.14018016737984,7.78809733921172,3.9093624849759,0.0017190545968384,0.0369735053057934,-1.18772417057784
"MEGF6",1.14151398803481,10.1164040933361,3.90127984620586,0.00179923485923647,0.0375493123238074,-1.2242217407572
"PPP1R14C",1.43050545728814,7.4741848828166,3.88834201258187,0.00183834377005208,0.0380520891871843,-1.24591619111512
"PODN",1.535547556074,7.43724229351752,3.87867242112186,0.00187928493240505,0.0384886721115306,-1.26636572099499
"RBP4",1.68385521954756,8.183857853585,3.88274735482305,0.00191554206119585,0.0390035262371268,-1.27791654311895
"CHN1",-1.05639567368567,10.395677049624,-3.85981753336905,0.00192182830219276,0.0390035262371268,-1.29165035370175
"SLC38A1",1.37433696077638,10.8065364092561,3.87376920204175,0.00194771601586491,0.0390337219314136,-1.29418164553502
"FMN2",1.34359216740133,7.92441235724617,3.85787259505927,0.0019480729837042,0.0390337219314136,-1.30223460551791
"APOBEC3G",-1.02549085188526,7.11634071276294,-3.84250701175061,0.00195425553163778,0.0390684075940237,-1.31220275717664
"ITGA7",1.44564584003854,9.44708582116468,3.85981387966501,0.00199880375014832,0.0396203556914994,-1.31946547545741
"P2RX5",1.74400462384471,7.52238832988597,3.85785061465284,0.00200619034184468,0.0396370492235579,-1.3230552951122
"CDH13",1.20593803264721,9.3614139034443,3.83152612457945,0.0020544277889459,0.0399380819030648,-1.35306780685412
"PCOLCE2",1.64060804369125,11.1262692486034,3.84278694473285,0.00208306206713963,0.0399872052894916,-1.35716284053439
"KLF5",1.02910938934395,7.08164498259781,3.80514160435649,0.0020997621670613,0.0400903331512611,-1.38187298781742
"MDK",-2.22873678529251,7.03685722754885,-3.82299261117961,0.00216218381848529,0.0403780275563839,-1.39340205351024
"KCTD20",1.00602930316893,10.9323817022101,3.77363231450966,0.00226918169804021,0.0412242018774063,-1.45254573931888
"PSG3",1.87860893659272,7.79718587724996,3.79553252236369,0.00227706457846886,0.0412872406902222,-1.443711991427
"LRRC32",1.31807423202058,10.3310010966997,3.77899576638078,0.00232858616568866,0.0418162229677219,-1.46785532497584
"RRAGD",2.10666452649475,7.85802450003091,3.77633856156167,0.00236105039472527,0.0420761666534278,-1.47890133794955
"PAMR1",1.13263930017711,10.3608333876788,3.74824994844407,0.00240807308704158,0.0425896631424594,-1.50722294433523
"HOXA5",-1.15979899462298,8.78476504041271,-3.73593512304174,0.00245380794209773,0.0432350792961701,-1.52676665675365
"IFIT2",1.04673045110628,7.65363623744395,3.67926228623301,0.00267634059345411,0.0453580631289635,-1.61700672575903
"LINC01133",1.08536374017498,8.7794226436496,3.61468392278208,0.00307095589831467,0.0494524326757866,-1.74648734395961
